"Example","Chapter","Book Section","Output Type","Book Value","Package Value","Difference","Status","Diagnosis","Action Taken"
"Exam9.4",9,"9.5.1","NOBOUND Intercept Block VC = 7.8469","printed by SAS GLIMMIX NOBOUND","not available","","UNVERIF","Software limitation: lme4/lmerTest constrain variance components to the nonnegative parameter space and do not implement SAS GLIMMIX NOBOUND.","Documented as UNVERIF rather than replacing the negative variance fit with the bounded model."
"Exam9.4",9,"9.5.1","NOBOUND a Block VC = -6.5950","printed by SAS GLIMMIX NOBOUND","not available","","UNVERIF","Software limitation: lme4/lmerTest constrain variance components to the nonnegative parameter space and do not implement SAS GLIMMIX NOBOUND.","Documented as UNVERIF rather than replacing the negative variance fit with the bounded model."
"Exam9.4",9,"9.5.1","NOBOUND b Block VC = 2.6751","printed by SAS GLIMMIX NOBOUND","not available","","UNVERIF","Software limitation: lme4/lmerTest constrain variance components to the nonnegative parameter space and do not implement SAS GLIMMIX NOBOUND.","Documented as UNVERIF rather than replacing the negative variance fit with the bounded model."
"Exam9.4",9,"9.5.1","NOBOUND residual variance = 17.5683","printed by SAS GLIMMIX NOBOUND","not available","","UNVERIF","Software limitation: lme4/lmerTest constrain variance components to the nonnegative parameter space and do not implement SAS GLIMMIX NOBOUND.","Documented as UNVERIF rather than replacing the negative variance fit with the bounded model."
"Exam10.1",10,"10.2.1","A random-effect VC","5.5114","5.511402","2e-06","EXACT","Matches printed one-way random-effects variance component.","Fitted lmerTest::lmer(y ~ 1 + (1 | a))."
"Exam10.1",10,"10.2.1","Residual variance","1.5308","1.530833","3.3e-05","EXACT","Matches printed one-way random-effects residual variance.","Fitted lmerTest::lmer(y ~ 1 + (1 | a))."
"Exam10.1",10,"10.2.1","Overall mean random-effects estimate","15.9","15.9","0","EXACT","Matches printed random-effects broad-inference overall mean.","Extracted emmeans::emmeans(fit, ~ 1)."
"Exam10.1",10,"10.2.1","Overall mean random-effects SE","0.7232","0.723235","3.5e-05","EXACT","Matches printed random-effects broad-inference overall mean standard error.","Extracted emmeans::emmeans(fit, ~ 1)."
"Exam10.1",10,"10.2.1","Overall mean fixed-effects estimate","15.9","15.9","0","EXACT","Matches printed fixed-effects narrow-inference overall mean.","Extracted emmeans::emmeans(fixed_fit, ~ 1)."
"Exam10.1",10,"10.2.1","Overall mean fixed-effects SE","0.2526","0.252556","4.4e-05","EXACT","Matches printed fixed-effects narrow-inference overall mean standard error.","Extracted emmeans::emmeans(fixed_fit, ~ 1)."
"Exam10.1",10,"10.2.1","Table 10.1 a1 fixed mean","16.15","16.15","0","EXACT","Matches Table 10.1 fixed-effect treatment mean.","Extracted emmeans::emmeans(fixed_fit, ~ a)."
"Exam10.1",10,"10.2.1","Table 10.1 a1 fixed mean SE","0.87488","0.874881","1e-06","EXACT","Matches Table 10.1 fixed-effect treatment mean standard error.","Extracted emmeans::emmeans(fixed_fit, ~ a)."
"Exam10.1",10,"10.2.1","Table 10.1 a1 BLUP","16.1195","16.119514","1.4e-05","EXACT","Matches Table 10.1 one-way random-effect BLUP.","Extracted lme4::ranef and added the fixed intercept."
"Exam10.1",10,"10.2.1","Table 10.1 a2 fixed mean","17.35","17.35","0","EXACT","Matches Table 10.1 fixed-effect treatment mean.","Extracted emmeans::emmeans(fixed_fit, ~ a)."
"Exam10.1",10,"10.2.1","Table 10.1 a2 fixed mean SE","0.87488","0.874881","1e-06","EXACT","Matches Table 10.1 fixed-effect treatment mean standard error.","Extracted emmeans::emmeans(fixed_fit, ~ a)."
"Exam10.1",10,"10.2.1","Table 10.1 a2 BLUP","17.1732","17.173182","1.8e-05","EXACT","Matches Table 10.1 one-way random-effect BLUP.","Extracted lme4::ranef and added the fixed intercept."
"Exam10.1",10,"10.2.1","Table 10.1 a3 fixed mean","12.15","12.15","0","EXACT","Matches Table 10.1 fixed-effect treatment mean.","Extracted emmeans::emmeans(fixed_fit, ~ a)."
"Exam10.1",10,"10.2.1","Table 10.1 a3 fixed mean SE","0.87488","0.874881","1e-06","EXACT","Matches Table 10.1 fixed-effect treatment mean standard error.","Extracted emmeans::emmeans(fixed_fit, ~ a)."
"Exam10.1",10,"10.2.1","Table 10.1 a3 BLUP","12.6073","12.607288","1.2e-05","EXACT","Matches Table 10.1 one-way random-effect BLUP.","Extracted lme4::ranef and added the fixed intercept."
"Exam10.1",10,"10.2.1","Table 10.1 a4 fixed mean","16.35","16.35","0","EXACT","Matches Table 10.1 fixed-effect treatment mean.","Extracted emmeans::emmeans(fixed_fit, ~ a)."
"Exam10.1",10,"10.2.1","Table 10.1 a4 fixed mean SE","0.87488","0.874881","1e-06","EXACT","Matches Table 10.1 fixed-effect treatment mean standard error.","Extracted emmeans::emmeans(fixed_fit, ~ a)."
"Exam10.1",10,"10.2.1","Table 10.1 a4 BLUP","16.2951","16.295125","2.5e-05","EXACT","Matches Table 10.1 one-way random-effect BLUP.","Extracted lme4::ranef and added the fixed intercept."
"Exam10.1",10,"10.2.1","Table 10.1 a5 fixed mean","14.4","14.4","0","EXACT","Matches Table 10.1 fixed-effect treatment mean.","Extracted emmeans::emmeans(fixed_fit, ~ a)."
"Exam10.1",10,"10.2.1","Table 10.1 a5 fixed mean SE","0.87488","0.874881","1e-06","EXACT","Matches Table 10.1 fixed-effect treatment mean standard error.","Extracted emmeans::emmeans(fixed_fit, ~ a)."
"Exam10.1",10,"10.2.1","Table 10.1 a5 BLUP","14.5829","14.582915","1.5e-05","EXACT","Matches Table 10.1 one-way random-effect BLUP.","Extracted lme4::ranef and added the fixed intercept."
"Exam10.1",10,"10.2.1","Table 10.1 a6 fixed mean","17.85","17.85","0","EXACT","Matches Table 10.1 fixed-effect treatment mean.","Extracted emmeans::emmeans(fixed_fit, ~ a)."
"Exam10.1",10,"10.2.1","Table 10.1 a6 fixed mean SE","0.87488","0.874881","1e-06","EXACT","Matches Table 10.1 fixed-effect treatment mean standard error.","Extracted emmeans::emmeans(fixed_fit, ~ a)."
"Exam10.1",10,"10.2.1","Table 10.1 a6 BLUP","17.6122","17.61221","1e-05","EXACT","Matches Table 10.1 one-way random-effect BLUP.","Extracted lme4::ranef and added the fixed intercept."
"Exam10.1",10,"10.2.1","Table 10.1 a7 fixed mean","20.05","20.05","0","EXACT","Matches Table 10.1 fixed-effect treatment mean.","Extracted emmeans::emmeans(fixed_fit, ~ a)."
"Exam10.1",10,"10.2.1","Table 10.1 a7 fixed mean SE","0.87488","0.874881","1e-06","EXACT","Matches Table 10.1 fixed-effect treatment mean standard error.","Extracted emmeans::emmeans(fixed_fit, ~ a)."
"Exam10.1",10,"10.2.1","Table 10.1 a7 BLUP","19.5439","19.543935","3.5e-05","EXACT","Matches Table 10.1 one-way random-effect BLUP.","Extracted lme4::ranef and added the fixed intercept."
"Exam10.1",10,"10.2.1","Table 10.1 a8 fixed mean","18.4","18.4","0","EXACT","Matches Table 10.1 fixed-effect treatment mean.","Extracted emmeans::emmeans(fixed_fit, ~ a)."
"Exam10.1",10,"10.2.1","Table 10.1 a8 fixed mean SE","0.87488","0.874881","1e-06","EXACT","Matches Table 10.1 fixed-effect treatment mean standard error.","Extracted emmeans::emmeans(fixed_fit, ~ a)."
"Exam10.1",10,"10.2.1","Table 10.1 a8 BLUP","18.0951","18.095141","4.1e-05","EXACT","Matches Table 10.1 one-way random-effect BLUP.","Extracted lme4::ranef and added the fixed intercept."
"Exam10.1",10,"10.2.1","Table 10.1 a9 fixed mean","17.5","17.5","0","EXACT","Matches Table 10.1 fixed-effect treatment mean.","Extracted emmeans::emmeans(fixed_fit, ~ a)."
"Exam10.1",10,"10.2.1","Table 10.1 a9 fixed mean SE","0.87488","0.874881","1e-06","EXACT","Matches Table 10.1 fixed-effect treatment mean standard error.","Extracted emmeans::emmeans(fixed_fit, ~ a)."
"Exam10.1",10,"10.2.1","Table 10.1 a9 BLUP","17.3049","17.304891","9e-06","EXACT","Matches Table 10.1 one-way random-effect BLUP.","Extracted lme4::ranef and added the fixed intercept."
"Exam10.1",10,"10.2.1","Table 10.1 a10 fixed mean","12.6","12.6","0","EXACT","Matches Table 10.1 fixed-effect treatment mean.","Extracted emmeans::emmeans(fixed_fit, ~ a)."
"Exam10.1",10,"10.2.1","Table 10.1 a10 fixed mean SE","0.87488","0.874881","1e-06","EXACT","Matches Table 10.1 fixed-effect treatment mean standard error.","Extracted emmeans::emmeans(fixed_fit, ~ a)."
"Exam10.1",10,"10.2.1","Table 10.1 a10 BLUP","13.0024","13.002413","1.3e-05","EXACT","Matches Table 10.1 one-way random-effect BLUP.","Extracted lme4::ranef and added the fixed intercept."
"Exam10.1",10,"10.2.1","Table 10.1 a11 fixed mean","12.9","12.9","0","EXACT","Matches Table 10.1 fixed-effect treatment mean.","Extracted emmeans::emmeans(fixed_fit, ~ a)."
"Exam10.1",10,"10.2.1","Table 10.1 a11 fixed mean SE","0.87488","0.874881","1e-06","EXACT","Matches Table 10.1 fixed-effect treatment mean standard error.","Extracted emmeans::emmeans(fixed_fit, ~ a)."
"Exam10.1",10,"10.2.1","Table 10.1 a11 BLUP","13.2658","13.26583","3e-05","EXACT","Matches Table 10.1 one-way random-effect BLUP.","Extracted lme4::ranef and added the fixed intercept."
"Exam10.1",10,"10.2.1","Table 10.1 a12 fixed mean","15.1","15.1","0","EXACT","Matches Table 10.1 fixed-effect treatment mean.","Extracted emmeans::emmeans(fixed_fit, ~ a)."
"Exam10.1",10,"10.2.1","Table 10.1 a12 fixed mean SE","0.87488","0.874881","1e-06","EXACT","Matches Table 10.1 fixed-effect treatment mean standard error.","Extracted emmeans::emmeans(fixed_fit, ~ a)."
"Exam10.1",10,"10.2.1","Table 10.1 a12 BLUP","15.1976","15.197555","4.5e-05","EXACT","Matches Table 10.1 one-way random-effect BLUP.","Extracted lme4::ranef and added the fixed intercept."
"Exam10.1",10,"10.2.1","Table 10.1 BLUP SE values","0.82453 for each A level","not available","","UNVERIF","Software limitation: lme4 does not directly report SAS GLIMMIX ESTIMATE standard errors for predictable functions.","BLUP point estimates are verified; BLUP SE values are documented as unavailable in the current R workflow."
"Exam10.2",10,"10.2.2.1","A random-effect VC","2.1917","2.191696","4e-06","EXACT","Matches the balanced nested random-effects variance component inferred from printed standard errors.","Fitted lmerTest::lmer(y ~ 1 + (1 | a / b))."
"Exam10.2",10,"10.2.2.1","B(A) random-effect VC","0.7704","0.770357","4.3e-05","EXACT","Matches the balanced nested random-effects variance component inferred from printed standard errors.","Fitted lmerTest::lmer(y ~ 1 + (1 | a / b))."
"Exam10.2",10,"10.2.2.1","Residual variance","1.3614","1.361429","2.9e-05","EXACT","Matches the balanced nested random-effects residual variance inferred from printed standard errors.","Fitted lmerTest::lmer(y ~ 1 + (1 | a / b))."
"Exam10.2",10,"10.2.2.1","Overall mean random-effects estimate","19.2571","19.257143","4.3e-05","EXACT","Matches printed balanced nested random-effects overall mean.","Extracted emmeans::emmeans(fit, ~ 1)."
"Exam10.2",10,"10.2.2.1","Overall mean random-effects SE","0.6456","0.64556","4e-05","EXACT","Matches printed balanced nested random-effects overall mean standard error.","Extracted emmeans::emmeans(fit, ~ 1)."
"Exam10.2",10,"10.2.2.1","Overall mean fixed-effects estimate","19.2571","19.257143","4.3e-05","EXACT","Matches printed balanced nested fixed-effects overall mean.","Extracted emmeans::emmeans(fixed_fit, ~ 1)."
"Exam10.2",10,"10.2.2.1","Overall mean fixed-effects SE","0.2205","0.220505","5e-06","EXACT","Matches printed balanced nested fixed-effects overall mean standard error.","Extracted emmeans::emmeans(fixed_fit, ~ 1)."
"Exam10.2",10,"10.2.2.1","Table 10.4 a1 fixed mean","17.2","17.2","0","EXACT","Matches Table 10.4 fixed-effect A mean.","Extracted emmeans::emmeans(fixed_fit, ~ a)."
"Exam10.2",10,"10.2.2.1","Table 10.4 a1 fixed mean SE","0.5834","0.583401","1e-06","EXACT","Matches Table 10.4 fixed-effect A mean standard error.","Extracted emmeans::emmeans(fixed_fit, ~ a)."
"Exam10.2",10,"10.2.2.1","Table 10.4 a1 broad BLUP","17.7116","17.711626","2.6e-05","EXACT","Matches Table 10.4 broad-inference A BLUP.","Extracted lme4::ranef for A and added the fixed intercept."
"Exam10.2",10,"10.2.2.1","Table 10.4 a2 fixed mean","19.375","19.375","0","EXACT","Matches Table 10.4 fixed-effect A mean.","Extracted emmeans::emmeans(fixed_fit, ~ a)."
"Exam10.2",10,"10.2.2.1","Table 10.4 a2 fixed mean SE","0.5834","0.583401","1e-06","EXACT","Matches Table 10.4 fixed-effect A mean standard error.","Extracted emmeans::emmeans(fixed_fit, ~ a)."
"Exam10.2",10,"10.2.2.1","Table 10.4 a2 broad BLUP","19.3457","19.345688","1.2e-05","EXACT","Matches Table 10.4 broad-inference A BLUP.","Extracted lme4::ranef for A and added the fixed intercept."
"Exam10.2",10,"10.2.2.1","Table 10.4 a3 fixed mean","19.3","19.3","0","EXACT","Matches Table 10.4 fixed-effect A mean.","Extracted emmeans::emmeans(fixed_fit, ~ a)."
"Exam10.2",10,"10.2.2.1","Table 10.4 a3 fixed mean SE","0.5834","0.583401","1e-06","EXACT","Matches Table 10.4 fixed-effect A mean standard error.","Extracted emmeans::emmeans(fixed_fit, ~ a)."
"Exam10.2",10,"10.2.2.1","Table 10.4 a3 broad BLUP","19.2893","19.289341","4.1e-05","EXACT","Matches Table 10.4 broad-inference A BLUP.","Extracted lme4::ranef for A and added the fixed intercept."
"Exam10.2",10,"10.2.2.1","Table 10.4 a4 fixed mean","19.15","19.15","0","EXACT","Matches Table 10.4 fixed-effect A mean.","Extracted emmeans::emmeans(fixed_fit, ~ a)."
"Exam10.2",10,"10.2.2.1","Table 10.4 a4 fixed mean SE","0.5834","0.583401","1e-06","EXACT","Matches Table 10.4 fixed-effect A mean standard error.","Extracted emmeans::emmeans(fixed_fit, ~ a)."
"Exam10.2",10,"10.2.2.1","Table 10.4 a4 broad BLUP","19.1766","19.176647","4.7e-05","EXACT","Matches Table 10.4 broad-inference A BLUP.","Extracted lme4::ranef for A and added the fixed intercept."
"Exam10.2",10,"10.2.2.1","Table 10.4 a5 fixed mean","20.05","20.05","0","EXACT","Matches Table 10.4 fixed-effect A mean.","Extracted emmeans::emmeans(fixed_fit, ~ a)."
"Exam10.2",10,"10.2.2.1","Table 10.4 a5 fixed mean SE","0.5834","0.583401","1e-06","EXACT","Matches Table 10.4 fixed-effect A mean standard error.","Extracted emmeans::emmeans(fixed_fit, ~ a)."
"Exam10.2",10,"10.2.2.1","Table 10.4 a5 broad BLUP","19.8528","19.852811","1.1e-05","EXACT","Matches Table 10.4 broad-inference A BLUP.","Extracted lme4::ranef for A and added the fixed intercept."
"Exam10.2",10,"10.2.2.1","Table 10.4 a6 fixed mean","22.3","22.3","0","EXACT","Matches Table 10.4 fixed-effect A mean.","Extracted emmeans::emmeans(fixed_fit, ~ a)."
"Exam10.2",10,"10.2.2.1","Table 10.4 a6 fixed mean SE","0.5834","0.583401","1e-06","EXACT","Matches Table 10.4 fixed-effect A mean standard error.","Extracted emmeans::emmeans(fixed_fit, ~ a)."
"Exam10.2",10,"10.2.2.1","Table 10.4 a6 broad BLUP","21.5432","21.54322","2e-05","EXACT","Matches Table 10.4 broad-inference A BLUP.","Extracted lme4::ranef for A and added the fixed intercept."
"Exam10.2",10,"10.2.2.1","Table 10.4 a7 fixed mean","17.425","17.425","0","EXACT","Matches Table 10.4 fixed-effect A mean.","Extracted emmeans::emmeans(fixed_fit, ~ a)."
"Exam10.2",10,"10.2.2.1","Table 10.4 a7 fixed mean SE","0.5834","0.583401","1e-06","EXACT","Matches Table 10.4 fixed-effect A mean standard error.","Extracted emmeans::emmeans(fixed_fit, ~ a)."
"Exam10.2",10,"10.2.2.1","Table 10.4 a7 broad BLUP","17.8807","17.880667","3.3e-05","EXACT","Matches Table 10.4 broad-inference A BLUP.","Extracted lme4::ranef for A and added the fixed intercept."
"Exam10.2",10,"10.2.2.1","Table 10.4 and 10.5 BLUP SE values","0.75556 naive and 0.87313 KR broad BLUP SEs; 0.55346/0.58201 narrow BLUP SEs","not available","","UNVERIF","Software limitation: lme4/lmerTest do not directly report SAS GLIMMIX ESTIMATE standard errors for broad and narrow predictable functions.","BLUP point estimates and fixed-effect means are verified; BLUP SE values are documented as unavailable in the current R workflow."
"Exam10.4",10,"10.3.1","B random-effect VC","4.0237","4.023695","5e-06","EXACT","Matches printed mixed-model covariance parameter estimate.","Fitted lmerTest::lmer(y ~ a + (1 | b) + (1 | b:a))."
"Exam10.4",10,"10.3.1","A:B random-effect VC","6.2562","6.256303","0.000103","EXACT","Matches printed mixed-model covariance parameter estimate.","Fitted lmerTest::lmer(y ~ a + (1 | b) + (1 | b:a))."
"Exam10.4",10,"10.3.1","Residual variance","3.6472","3.647172","2.8e-05","EXACT","Matches printed mixed-model covariance parameter estimate.","Fitted lmerTest::lmer(y ~ a + (1 | b) + (1 | b:a))."
"Exam10.4",10,"10.3.1","A fixed-effect F","3.2","3.203343","0.003343","EXACT","Matches printed treatment fixed-effect test.","Extracted Kenward-Roger ANOVA from lmerTest."
"Exam10.4",10,"10.3.1","A fixed-effect p","0.1166","0.116614","1.4e-05","EXACT","Matches printed treatment fixed-effect test.","Extracted Kenward-Roger ANOVA from lmerTest."
"Exam10.4",10,"10.3.1","a1 LSMean","14.8188","14.81875","5e-05","EXACT","Matches printed treatment least-squares mean.","Extracted emmeans::emmeans(fit, ~ a)."
"Exam10.4",10,"10.3.1","a1 LSMean SE","1.23","1.230019","1.9e-05","EXACT","Matches printed treatment least-squares mean standard error.","Extracted emmeans::emmeans(fit, ~ a)."
"Exam10.4",10,"10.3.1","a2 LSMean","12.275","12.275","0","EXACT","Matches printed treatment least-squares mean.","Extracted emmeans::emmeans(fit, ~ a)."
"Exam10.4",10,"10.3.1","a2 LSMean SE","1.23","1.230019","1.9e-05","EXACT","Matches printed treatment least-squares mean standard error.","Extracted emmeans::emmeans(fit, ~ a)."
"Exam10.4",10,"10.3.1","a1 - a2 LSMean diff","2.5437","2.54375","5e-05","EXACT","Matches printed treatment LSMean difference.","Extracted emmeans::pairs."
"Exam10.4",10,"10.3.1","a1 - a2 LSMean diff SE","1.4212","1.421257","5.7e-05","EXACT","Matches printed treatment LSMean difference standard error.","Extracted emmeans::pairs."
"Exam10.4",10,"10.3.1","a1 - a2 LSMean diff p","0.1166","0.116614","1.4e-05","EXACT","Matches printed treatment LSMean difference p-value.","Extracted emmeans::pairs."
"Exam10.4",10,"10.3.1","BLUP diff at b1","3.168","3.168034","3.4e-05","EXACT","Matches printed B-specific treatment-difference BLUP.","Extracted lme4::ranef values and evaluated the predictable function."
"Exam10.4",10,"10.3.1","BLUP diff at b2","1.4259","1.425846","5.4e-05","EXACT","Matches printed B-specific treatment-difference BLUP.","Extracted lme4::ranef values and evaluated the predictable function."
"Exam10.4",10,"10.3.1","BLUP diff at b3","0.8451","0.845117","1.7e-05","EXACT","Matches printed B-specific treatment-difference BLUP.","Extracted lme4::ranef values and evaluated the predictable function."
"Exam10.4",10,"10.3.1","BLUP diff at b4","3.2067","3.206749","4.9e-05","EXACT","Matches printed B-specific treatment-difference BLUP.","Extracted lme4::ranef values and evaluated the predictable function."
"Exam10.4",10,"10.3.1","BLUP diff at b5","7.0395","7.039562","6.2e-05","EXACT","Matches printed B-specific treatment-difference BLUP.","Extracted lme4::ranef values and evaluated the predictable function."
"Exam10.4",10,"10.3.1","BLUP diff at b6","1.3484","1.348416","1.6e-05","EXACT","Matches printed B-specific treatment-difference BLUP.","Extracted lme4::ranef values and evaluated the predictable function."
"Exam10.4",10,"10.3.1","BLUP diff at b7","-2.7941","-2.794119","1.9e-05","EXACT","Matches printed B-specific treatment-difference BLUP.","Extracted lme4::ranef values and evaluated the predictable function."
"Exam10.4",10,"10.3.1","BLUP diff at b8","6.1104","6.110395","5e-06","EXACT","Matches printed B-specific treatment-difference BLUP.","Extracted lme4::ranef values and evaluated the predictable function."
"Exam10.4",10,"10.3.1","b1,4,5,8 a1 BLUP","15.4525","15.452541","4.1e-05","EXACT","Matches printed grouped-location BLUP predictable function.","Extracted lme4::ranef values and averaged the requested B levels."
"Exam10.4",10,"10.3.1","b1,4,5,8 a2 BLUP","10.5714","10.571356","4.4e-05","EXACT","Matches printed grouped-location BLUP predictable function.","Extracted lme4::ranef values and averaged the requested B levels."
"Exam10.4",10,"10.3.1","b1,4,5,8 diff BLUP","4.8812","4.881185","1.5e-05","EXACT","Matches printed grouped-location BLUP predictable function.","Extracted lme4::ranef values and averaged the requested B levels."
"Exam10.4",10,"10.3.1","b2,3,6,7 a1 BLUP","14.185","14.184959","4.1e-05","EXACT","Matches printed grouped-location BLUP predictable function.","Extracted lme4::ranef values and averaged the requested B levels."
"Exam10.4",10,"10.3.1","b2,3,6,7 a2 BLUP","13.9786","13.978644","4.4e-05","EXACT","Matches printed grouped-location BLUP predictable function.","Extracted lme4::ranef values and averaged the requested B levels."
"Exam10.4",10,"10.3.1","b2,3,6,7 diff BLUP","0.2063","0.206315","1.5e-05","EXACT","Matches printed grouped-location BLUP predictable function.","Extracted lme4::ranef values and averaged the requested B levels."
"Exam10.4",10,"10.3.1","BLUP predictable-function SE values","1.2463, 1.7108, 0.6460, and 0.8994 as printed for selected BLUPs","not available","","UNVERIF","Software limitation: lme4/lmerTest do not directly report SAS GLIMMIX ESTIMATE standard errors for location-specific predictable functions.","Treatment means, differences, and BLUP point estimates are verified; BLUP SE values are documented as unavailable in the current R workflow."
